song_id,title,artist,lyrics,genre,year,source,scraped_at
1539,söyle istanbul,eşref ziya,\'İntro: ---\r\n\r\nF#m \r\nYakışmıyor gözlerine kara bulutlar\r\n \r\nsen ağlarsan viran olur biter umutlar\r\nBm \r\nsen üzülme senin için bu gönlüm ağlar\r\nG \r\nsevdalımsın istanbul mahşere kadar\r\n\r\nBm \r\nsokakların dert küpü yolların yorgun yine\r\n \r\nne oldu sana böyle söyle istanbul söyle\r\n \r\nyamaçlarında kar var güllerin solgun yine\r\nA \r\nkime dargınsın böyle söyle istanbul söyle\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.391435
1540,Ağlama Karanfil,eşref ziya,\'\r\nAğlama karanfil\r\nBeni de ağlatma\r\n #\r\nSil gözyaşlarını\r\n\r\nCm #\r\nYeşerecek sevdan\r\nCm #\r\nKutlu tohumlarla\r\n \r\nKörpe dudaklarda\r\n\r\nGm \r\nAldırma söylenen o sözlere\r\n \r\nSen dağıt etrafa mis kokunu\r\nCm # #\r\nUmudu sevgiyi özlemlerini\r\n \r\nVe hasretleri\r\n\r\nSusadım karanfil\r\nÇöllerde kavrulan\r\nKurumuş toprak gibi\r\n\r\nKelepçe vurulmuş\r\nYemyeşil gövdene\r\nBen özgürlüğe hasret\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.391497
1541,Arıyorum,eşref ziya,\'İntro: -dm-gm-am\r\n\r\nAm \r\nArıyorum asr-ı saadetin devrini\r\nAm \r\nAshab-ı kehfin yanında olmak istiyorum\r\n\r\nAm \r\nEn karanlık bu devirde\r\nC \r\nEşiğine başımı koymak\r\nAm \r\nVe senin için ağlamak\r\nBb \r\nVe erimek istiyorum\r\n\r\nHer gece avuç açıp hıçkırıp dua etmek\r\nMeleklerle tesbih edip onlarla secde etmek\r\n\r\nVe yine haz-ı kevser içerek\r\nRahmetine kavuşmak\r\nYa da bir taş bir toprak\r\nBir hiç olmak istiyorum\r\n\r\nCefa ile sabrı birlikte ver allah\\\'\\\'ım\r\nYanıp kavrulsam bile şeytana uymayayım\r\n\r\nHazreti eyyub gibi\r\nYara olsa da her yanım\r\nSen daima dayanaksın\r\nSen daima vuslatım\r\n\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.391575
1542,Ardından Gelemem,eşref ziya,\' \r\nBu yangın sarar beni\r\n \r\nBu gidiş yakar beni\r\n # \r\nBu gönlüm esir amma\r\n \r\nBu şehir tutar beni\r\n\r\n \r\nBu yangın sarar beni\r\n \r\nBu gidiş yakar beni\r\n # \r\nBu gönlüm esir amma\r\n # \r\nBu şehir tutar beni\r\n\r\n \r\nArdından gelemem\r\n \r\nSana kal diyemem\r\n #\r\nBeni unut nazlıcan\r\n \r\nSeninle gidemem\r\n\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.391637
1543,Ben Aşkı Satın Aldım,eşref ziya,\' \r\nBen aşkı bir üveyikten satın aldım\r\nAm \r\nYaşım onaltı\r\n \r\nO zamanlar bakır rengindeydi dağlar\r\nAm\r\nO dağlar\r\nEm \r\nDağlar heeeeeep\r\n \r\nDumanlı dağlar\r\n\r\nEm\r\nDaha şivan düşmemişti\r\nD\r\nDeli poyraz esmemişti\r\nC\r\nGönlüm ateşe düşmemişti\r\nAm \r\nSırdaşım dağlar\r\n\r\nBm \r\nHani benim yıldızım\r\n \r\nHani şehla bakışım\r\n \r\nÜveyikten satın aldığım\r\n \r\nO halis aşkım\r\n\r\n\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.391765
1544,Beyazıt Meydanı,eşref ziya,\'\r\nİstanbul zindan bana\r\n \r\nCaddeler küskün bana\r\nGm\r\nYüreğim kan ağlarken\r\nC \r\nBeyazıt dargın bana\r\n\r\nDm\r\nHayat bitse ne çıkar\r\nC\r\nZulüm gelse ne çıkar\r\nBb\r\nKavgamızın şehrinde\r\nGm \r\nÖlüm yağsa ne çıkar\r\n\r\nBeyazıt meydanında\r\nGözyaşlarını gördüm\r\nYılmayan yıkılmayan\r\nBakışlarını gördüm\r\n\r\n\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.391821
1545,Nereye Kadar v2,eşref ziya,\' \r\nÇocukların gözleri\r\nB \r\nAlışmasın savaşa\r\n \r\nAlışmasın gözyaşına\r\nB \r\nFelluce çocukları\r\n\r\nE \r\nUmut beslesin yüreğinde\r\nB \r\nAydınlk yarınlara\r\nG#m \r\nBırakın yaşasın umutlarıyla\r\nG#m \r\nFelluce çocukları\r\n\r\nC#m \r\nBu kan nefret nereye kadar\r\nG#m \r\nNereye kadar bu zulüm\r\nC#m \r\nBitsin artık mahşere kadar\r\nG#m \r\nBitsin artık bu ölüm\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.391878
1546,Gelmedin,eşref ziya,\' \r\nHangi rüzgar sabırla böyle\r\nEm \r\nKoşar durur ardından\r\n \r\nHangi yürek nakış nakış\r\nEm \r\nGergef dokur ardından\r\n \r\nKalbimin pembe köşkü\r\n \r\nHarab oldu harab oldu\r\n \r\nHarab oldu gelmedin\r\n \r\nBahçesinde açan gülüm\r\n \r\nZiyan oldu ziyan oldu\r\n \r\nZiyan oldu gelmedin\r\n\r\nBm\r\nBil ki kıyamet kopsa\r\n \r\nBu ateş sönmeyecek\r\n \r\nHeyhat şair mehtaba\r\n \r\nMehtaba bir daha asla\r\n \r\nDönmeyecek\r\n\r\n\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.391943
1547,Güvercinler Konsunlar,eşref ziya,\'\r\nYine yeşersin filizler\r\n \r\nBoy verip yeryüzüne\r\nDm \r\nKardelenler solmasınlar\r\n \r\nÇekilmesinler özüne\r\n\r\nDm \r\nAnaların sevinçten\r\nDm \r\nAğladığı o günde\r\nDm \r\nGüvercinler konsunlar\r\n \r\nPencerelere\r\n\r\nKara bulutlar gökyüzünden\r\nÇekilmese bile\r\nUmut güneşi hiçbir zaman\r\nGörünmese yine\r\n\r\nBülbüllerin güllere\r\nSınırsız sevgisiyle\r\nYeniden coşsun gönüller\r\nAşk mevsiminde\r\n\r\n\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.392000
1548,Zaman v2,eşref ziya,\' \r\nKaybolur hayatın\r\n #\r\nTarifsiz ahengi\r\n #\r\nZaman bir tablodur\r\n # \r\nDüşer duvarlardan\r\n\r\nCm \r\nDüşüncemi aşan\r\n \r\nGizli bir mimari\r\n #\r\nYükselir sonsuzluk\r\n # \r\nManzaralarından\r\n\r\n \r\nYaslasam başımı hatıralarıma\r\n #\r\nBir şahdamar gibi vuruyor hayaller\r\n \r\nVuslat bilemem ki hangi rüyalarda\r\n # # \r\nAyrılıktan şimdi üşür durur eller\r\n\r\nBir yağmur sonrası\r\nGurbetinde akşam\r\nRuhumun dinmeyen\r\nNedametleridir\r\n\r\nAğarmış saçımda\r\nEskiyen şu zaman\r\nSonsuza dökülen\r\nGizemli bir nehir\r\n\r\nBir terennüm olur ah dudaklarımda\r\nGönlümde vuslatı sürükleyen hicran\r\nRüzgardır içimi körükleyen sevdan\r\nBir yağmur sonrası gurbetinde akşam\',rock,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.392083
1549,Ateşe Atma,eşref ziya,\' \r\nBilirsin aslında çok içliyimdir\r\nG \r\nAğlamam gerekirken güldüğüme bakma\r\nBm \r\nBeni sensiz kimsesiz yollara vurma\r\nEm \r\nYokluğundan çok çektiğim içindir\r\n\r\nF#m \r\nBir defa kaybettim bir daha asla\r\nF#m \r\nKatlanamam sensiz geçen zamana\r\nBm \r\nBeni sorgusuz sualsiz ateşe atma\r\nG \r\nYokluğundan çok çektiğim içindir\r\n\r\nBilirsin aslında çok dertliyimdir\r\nSöylemem gerekirken sustuğuma bakma\r\nBeni sensiz kimsesiz yollara vurma\r\nYokluğunda çok çektiğim içindir\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.392151
1550,Canlar,eşref ziya,\' \r\nGün gelir yükselir solmayan sesler\r\nAm \r\nKara bulutları bir rüzgar sürer\r\nDm \r\nMerhamet sel olur ovaya düşer\r\nAm \r\nSevgi ırmaklarında yıkanır canlar\r\n\r\nDm \r\nCanlar canlar\r\n \r\nNe zaman bahar\r\n \r\nCanlar canlar\r\nC \r\nNe zaman bahar\r\n\r\nDm \r\nCanlar canlar\r\n \r\nNe zaman bahar\r\n \r\nCanlar canlar\r\nBb \r\nNe zaman bahar\r\n\r\nGülücükler açsın gül yüzlerinde\r\nŞafak ninnilerine vurgun çocuklar\r\nSinesine çarpıp da yere dökülsün\r\nBağrında merhamet devinen canlar\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.392219
1551,Ah Etme,eşref ziya,\'\r\nAh etme yalnızlığım\r\nDm \r\nGüneşini ben çalmadım\r\nEm\r\nElimden kaydı yıldızın\r\n \r\nÖtelere ben atmadım\r\n\r\nHer gün her dem her zamanda\r\n \r\nSen düşersin yüreğime\r\nG \r\nSitem etme sevmediysen\r\nG \r\nYıldızını ben vurmadım\r\n\r\nAm\r\nSeni buldum rüyalarda\r\nDm \r\nUfkumu sardı gözlerin\r\nEm\r\nKondum aşkın mirasına\r\nF \r\nYarınları ben vurmadım\r\n\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.392269
1552,Masum aşklar,ethem yavuz,\'\r\n\r\n\r\nD \r\nMasum aşklara yamuk yaptık\r\n\r\nD \r\nMasum aşklara yamıuk yapık\r\n\r\nC \r\nPeyderpey acısı çıkacak bunların\r\n\r\nC \r\nPeyderpey acısı çıkacak bunların\r\n\r\n\r\n\r\n\r\nsolo SABA makamında dogaçlama\r\nC \r\n\r\n\r\n\r\nD \r\nBulutsuz akşamlarda sahile inerdik\r\n\r\nD \r\nBulutsuz akşamlarda sahile inerdik\r\n\r\nC \r\nYıldızlar şahit sevgimize\r\n\r\nC \r\nYıldızlar şahit sevgimize\r\n\r\n\r\nEmprövize Saba makamında\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.392326
1553,EURO 2008 MARŞIMIZ,EURO 2008 MARŞIMIZ,\'Akor:\r\n\r\n AM \r\nGöğsümüzde ay ve yıldız\r\n EM\r\nSel olduk biz geliyoruz\r\n DM\r\nGöğü titretir bu şarkımız\r\n EM\r\nYetmiş milyon söylüyoruz\r\n AM \r\nOoOoO Türkiye Türkiye\r\n # EM\r\nHaydiii zafere Türkiye Türkiye OOoOoO\r\n EM AM\r\nYer gök inlesin bu sesi dinlesin\r\nDM EM\r\nHep seninleyiz Türkiye\r\n EM AM\r\nYer gök inlesin bu sesi dinlesin\r\n DM EM\r\nHep seninleyiz Türkiye OoOoOo\r\n\r\nAM\r\nÇalsın davullar essin rüzgar\r\nEM\r\nDalgalansın tüm bayraklar\r\nDÖ\r\nArşa yükselsin bu şarkımız\r\nEM\r\nOmuz omuza yürüyoruz\r\n AM \r\nOoOoO Türkiye Türkiye\r\n # EM\r\nHaydiii zafere Türkiye Türkiye OOoOoO\r\n EM AM\r\nYer gök inlesin bu sesi dinlesin\r\nDM EM\r\nHep seninleyiz Türkiye\r\n EM AM\r\nYer gök inlesin bu sesi dinlesin\r\n DM EM\r\nHep seninleyiz Türkiye OoOoOo\r\n\',pop,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.392417
1554,my ımportal,evanescence,"\'My Immortal - Evanescence\r\n5---4---2---0---2\r\n5---5---2---0---3\r\n6---6---2---1---2\r\n7---6---4---2---0\r\n7---4---2---2---0\r\n5---4---2---0---2\r\nA /# \r\nIntro\r\nA 2x\r\n\r\nA \r\nI\\\'\\\'m so tired of being here\r\nA \r\nSuppressed by all my childish fears\r\nA\r\nand if you have to leave\r\nC#m\r\nI wish that you would just leave\r\nA\r\nYour presence still lingers here\r\nC#m \r\nand it won\\\'\\\'t leave me alone\r\n\r\nRefrain:\r\nC#m \r\nThese wounds won\\\'\\\'t seem to heal\r\nC#m \r\nThis pain is just too real\r\nC#m \r\nThere\\\'\\\'s just too much that time cannot erase\r\n\r\nChorus:\r\nF#m /# \r\nWhen you cried I\\\'\\\'d wipe away all of your tears\r\nF#m /# \r\nWhen you\\\'\\\'d scream I?d fight away all of your fears\r\nF#m /# \r\nand I held your hand through all of these years\r\n /# \r\nBut you still have all of me\r\n\r\nA 2x\r\n\r\nA\r\nYou used to captivate me\r\nC#m \r\nby your resonating light\r\nA \r\nnow I?m bound by the life you left behind\r\nA\r\nYour face it haunts\r\nC#m \r\nmy once pleasant dreams\r\nA \r\nyour voice it chased away\r\nA \r\nall the sanity in me\r\n\r\nRefrain\r\nChorus\r\n\r\nD/# \r\nI\\\'\\\'ve tried so hard to tell myself that you?re gone,\r\n /# \r\nbut though you\\\'\\\'re still with me,\r\nD/# \r\nI\\\'\\\'ve been alone all along,\r\n\r\nF#m /# 2x\r\n\r\nChorus\r\nA 4x\r\nEnd\r\n\r\n\'",arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.392573
1555,My Immortal (Kolay Version) By Seljuk,evanescence,\'MY IMMORTAL - \r\n\r\nC \r\nI\\\'\\\'m so tired of being here \r\nc em \r\nSuppressed by all my childish fears \r\nC \r\nAnd if you have to leave \r\nEM\r\nI wish that you would just leave \r\nC \r\nCause your presence still lingers here\r\nEM \r\nAnd it won\\\'\\\'t leave me alone\r\n\r\n EM \r\nThese wounds won\\\'\\\'t seem to heal\r\nEM \r\nThis pain is just too real\r\nEM \r\nThere\\\'\\\'s just too much that time cannot erase\r\n\r\n\r\nCHORUS\r\nAm \r\nWhen you cried I\\\'\\\'d wipe away all of your tears\r\n \r\nWhen you\\\'\\\'d scream I\\\'\\\'d fight away all of your fears\r\nAm EM \r\nI held your hand through all of these years\r\nAm \r\nBut you still have\r\n EM EM\r\nAll of me\r\n\r\nC \r\nYou used to captivate me\r\nEm\r\nBy your resonating light\r\nC \r\nNow I\\\'\\\'m bound by the life you left behind\r\nC\r\nYour face it haunts\r\nEM\r\nMy once pleasant dreams\r\nC\r\nYour voice it chased away\r\nEm \r\nAll the sanity in me\r\n \r\nThese wounds won\\\'\\\'t seem to heal\r\nEm \r\nThis pain is just too real\r\n \r\nThere\\\'\\\'s just too much that time cannot erase\r\n\r\n\r\n\r\nBY SELÇUK\r\n\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.392705
1556,my immortal(orjinal acoustic version),evanescence,\' \r\n\r\n\r\nA \r\nI\\\'\\\'m so tired of being here \r\nA \r\nSuppressed by all my childish fears \r\nA \r\nAnd if you have to leave \r\nC#m \r\nI wish that you would just leave \r\nA \r\nCause your presence still lingers here\r\nC#m \r\nAnd it won\\\'\\\'t leave me alone\r\n\r\n \r\nThese wounds won\\\'\\\'t seem to heal\r\nC#m \r\nThis pain is just too real\r\nC#m \r\nThere\\\'\\\'s just too much that time cannot erase\r\n\r\n\r\nCHORUS\r\nF#m \r\nWhen you cried I\\\'\\\'d wipe away all of your tears\r\nF#m \r\nWhen you\\\'\\\'d scream I\\\'\\\'d fight away all of your fears\r\nF#m \r\nI held your hand through all of these years\r\nF#m \r\nBut you still have\r\n \r\nAll of me\r\n\r\nA \r\nYou used to captivate me\r\nC#m\r\nBy your resonating light\r\nA \r\nNow I\\\'\\\'m bound by the life you left behind\r\nA\r\nYour face it haunts\r\nC#m\r\nMy once pleasant dreams\r\nA\r\nYour voice it chased away\r\nC#m \r\nAll the sanity in me\r\n \r\nThese wounds won\\\'\\\'t seem to heal\r\nC#m \r\nThis pain is just too real\r\n \r\nThere\\\'\\\'s just too much that time cannot erase\r\n\r\n\r\n\r\nD \r\nI\\\'\\\'ve tried so hard to tell myself that you\\\'\\\'re gone\r\nF#m \r\nBut though you\\\'\\\'re still with me\r\nD \r\nI\\\'\\\'ve been alone all along\r\n\r\n\r\n\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.392846
1557,**GoinG UndeR**,evanescence,\'INTRO\r\nB5\r\n\r\nVERSE\r\nB5 \r\nnow i will tell you what i\\\'\\\'ve done for you\r\nB5 \r\n50 thousand tears i\\\'\\\'ve cried\r\nB5 \r\nscreaming deceiving and bleeding for you\r\nB5 \r\nand you still won\\\'\\\'t hear me\r\n\r\nVERSE\r\nB5 \r\ndon\\\'\\\'t want your hand this time i\\\'\\\'ll save myself\r\nB5 \r\nmaybe i\\\'\\\'ll wake up for once\r\nB5 \r\nnot tormented daily defeated by you\r\nB5 \r\njust when i thought i\\\'\\\'d reached the bottom\r\n\r\nPRE-CHORUS\r\nD5 \r\ni\\\'\\\'m\r\n \r\ni\\\'\\\'m dying again\r\n\r\nCHORUS\r\n * \r\ni\\\'\\\'m going under\r\n * \r\ndrowning in you\r\n * \r\ni\\\'\\\'m falling forever\r\n * \r\ni\\\'\\\'ve got to break through\r\n \r\ni\\\'\\\'m going under\r\n\r\nVERSE\r\nB5 \r\nblurring and stirring the truth and the lies\r\nB5 \r\nso i don\\\'\\\'t know what\\\'\\\'s real and what\\\'\\\'s not\r\nB5 \r\nalways confusing the thoughts in my head\r\nB5 \r\nso i can\\\'\\\'t trust myself anymore\r\n\r\nPRE-CHORUS\r\nD5 \r\ni\\\'\\\'m\r\n \r\ni\\\'\\\'m dying again\r\n\r\nCHORUS\r\n * \r\ni\\\'\\\'m going under\r\n * \r\ndrowning in you\r\n * \r\ni\\\'\\\'m falling forever\r\n * \r\ni\\\'\\\'ve got to break through\r\n\r\nBRIDGE\r\n \r\nso go on and scream\r\n \r\nscream at me i\\\'\\\'m so far away\r\n \r\ni won\\\'\\\'t be broken again\r\n \r\ni\\\'\\\'ve got to breathe i can\\\'\\\'t keep\r\n\r\nCHORUS\r\n * \r\ngoing under\r\n * \r\ndrowning in you\r\n * \r\ni\\\'\\\'m falling forever\r\n * \r\ni\\\'\\\'ve got to break through\r\n\r\nOUTRO\r\n \r\ni\\\'\\\'m going under \r\n\r\nD5 = xx0230\r\nA5 = x02200\r\nG5 = 300030\r\nB5 = 224422\r\nB5*= 024400\r\n\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.393030
1558,Going Under(acoustic),evanescence,\' # \r\nE---------------------- \r\nA---------------------- \r\nD------12---7---9---11- \r\nG--9---12---7---9---11- \r\nB--9---10---5---7---9-- \r\nE--7---10---5---7---9-- \r\n\r\n\r\nStrofa: \r\nE|-----------------------| \r\nA|-----------------------| \r\nD|-----------------------| \r\nG|--9-9----9-9-9-9--x-x--| \r\nB|--9-9----9-9-9-9--x-x--| \r\nE|--7-7----7-7-7-7--x-x--| \r\n^ ^ ^ V ^ V V ^ \r\n\r\n \r\nNow I will tell you what I\\\'\\\'ve done for you \r\n50 thousand tears I\\\'\\\'ve cried \r\nScreaming deceiving and bleeding for you \r\nAnd you still won\\\'\\\'t hear me \r\n\r\nDon\\\'\\\'t want your hand this time I\\\'\\\'ll save myself \r\nMaybe I\\\'\\\'ll wake up for once \r\nNot tormented daily defeated by you \r\nJust when i thought I\\\'\\\'d reached the bottom \r\n\r\nD \r\nI\\\'\\\'m dying again \r\n\r\nB5 \r\nI\\\'\\\'m going under \r\nE \r\nDrowning in you \r\nE \r\nI\\\'\\\'m falling forever \r\nE \r\nI\\\'\\\'ve got to break through \r\nE \r\nI\\\'\\\'m going under \r\n\r\n \r\nBlurring and stirring the truth and the lies \r\nSo I don\\\'\\\'t know what\\\'\\\'s real and what\\\'\\\'s not \r\nAlways confusing the thoughts in my head \r\nSo I can\\\'\\\'t trust myself anymore \r\nI\\\'\\\'m dying again \r\n\r\nB5 \r\nI\\\'\\\'m going under \r\nE \r\nDrowning in you \r\nE \r\nI\\\'\\\'m falling forever \r\nE \r\nI\\\'\\\'ve got to break through \r\nF# \r\nSo go on and scream at me \r\nB5 \r\nI\\\'\\\'m so far away \r\nG \r\nI won\\\'\\\'t be broken again \r\nF# \r\nI\\\'\\\'ve got to breathe I can\\\'\\\'t keep going under \r\nE \r\nDrowning in you \r\nE \r\nI\\\'\\\'m falling forever \r\nE \r\nI\\\'\\\'ve got to break through \r\nE \r\nI\\\'\\\'m going under\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.393181
1559,my last breathe,evanescence,"\'\r\nhold on to me love you know i cant stay long all i wanted to say was i love \r\nyou i am not afraid aah\r\nF#m \r\ncan you hear me\r\nF#m \r\ncan you feel me in your arms\r\nE \r\nholding my last breathe\r\nE \r\nsafe inside myself\r\nE f#m\r\nor all my thoughts of you\r\nD \r\nsweet reptured light, it end heres tonight\r\nF#m\r\ni\\\'\\\'ll miss the winter a world of fragile things\r\nlook for me in the white forest \r\nhiding in a hollow tree\r\nF#m \r\ni know you hear me\r\nF#m \r\ni can taste it in your tears\r\n\r\nC# # # #\r\nclosing your eyes to disappare you pray your dreams will leave you here\r\n # \r\nbut you still you wake and know the truth no ones there\r\nF#m \r\nsay goodnigth,dont be afraid,calling me,calling me as you fade to black\r\n\'",pop,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.393273
1560,My Immortal v1,evanescence,\'04_My Immortal \r\n\r\n\r\nIntro - Verse \r\nG|---------------------| \r\nD|---------------------| \r\nA|--------4~--------4~-| \r\nE|---5~--------5~------| \r\n\r\nPre \r\nG|----------------------------------| \r\nD|-4~--------4~--------4~-----------| \r\nA|------4~--------4~--------4~---7~-| \r\nE|----------------------------------| \r\n\r\nChorus \r\nG|---------------------------------------| \r\nD|-4~------------------4~----------------| \r\nA|------5~---7~---4~--------5~---7~------| \r\nE|------------------------------------0~-| \r\n\r\nBridge \r\nG|-------------------------------| \r\nD|-------------------------------| \r\nA|-5---9---4---5---5---4---5---7-| \r\nE|-------------------------------| \r\n\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.393332
1561,Haunted,evanescence,\'Intro softly \r\nG|--- \r\nD|--- \r\nA|-0- many times \r\nE|--- \r\n\r\nChorus 1 00:52 \r\nG|-------------------------------------3-3-3-5\\-| \r\nD|-1-1-1-1-1-1-0-0-0-1-1-1-1-1-1-1-1-1----------| \r\nA|----------------------------------------------| \r\nE|----------------------------------------------| \r\npm . . . . . . . . . \r\n\r\nVerse \r\nG|-----------------| \r\nD|-1-1--1---1-1--1-| \r\nA|-----------------| \r\nE|-----------------| \r\n\r\nChorus 2 01:48 \r\nG|-------------------------------------12-11-9-11-9~-| \r\nD|-1-1-1-1-1-1-0-0-0-1-1-1-1-1-1-1-1-1---------------| \r\nA|---------------------------------------------------| \r\nE|---------------------------------------------------| \r\npm . . . . . . . . . \r\n\r\nBridge \r\nG|-12-11-9-11-9~---12-11-9-11-9~-| \r\nD|-------------------------------| \r\nA|-------------------------------| repeat \r\nE|-------------------------------| \r\n\r\nEnd \r\nG|--------| \r\nD|-1-1--1-| \r\nA|--------| \r\nE|--------| \r\n\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.393413
1562,MY IMMORTAL (ritmi doğru yaparsanız süper oluyor!),evanescence,\'ritm : aşa/aşa yukarı aşa aşa/yukarı aşa yukarı\r\n\r\n\r\n\r\nC \r\n\r\nI\\\'\\\'m so tired of being here \r\n\r\nc em \r\n\r\nSuppressed by all my childish fears \r\n\r\nC \r\n\r\nAnd if you have to leave \r\n\r\nEM\r\n\r\nI wish that you would just leave \r\n\r\nC \r\n\r\nCause your presence still lingers here\r\n\r\nEM \r\n\r\nAnd it won\\\'\\\'t leave me alone\r\n\r\n\r\n EM \r\n\r\nThese wounds won\\\'\\\'t seem to heal\r\n\r\nEM \r\n\r\nThis pain is just too real\r\n\r\nEM \r\n\r\nThere\\\'\\\'s just too much that time cannot erase\r\n\r\n\r\n\r\nCHORUS\r\n\r\nAm \r\n\r\nWhen you cried I\\\'\\\'d wipe away all of your tears\r\n\r\n \r\n\r\nWhen you\\\'\\\'d scream I\\\'\\\'d fight away all of your fears\r\n\r\nAm EM \r\n\r\nI held your hand through all of these years\r\n\r\nAm \r\n\r\nBut you still have\r\n\r\n EM EM\r\n\r\nAll of me\r\n\r\n\r\nC \r\n\r\nYou used to captivate me\r\n\r\nEm\r\n\r\nBy your resonating light\r\n\r\nC \r\n\r\nNow I\\\'\\\'m bound by the life you left behind\r\n\r\nC\r\n\r\nYour face it haunts\r\n\r\nEM\r\n\r\nMy once pleasant dreams\r\n\r\nC\r\n\r\nYour voice it chased away\r\n\r\nEm \r\n\r\nAll the sanity in me\r\n\r\n \r\n\r\nThese wounds won\\\'\\\'t seem to heal\r\n\r\nEm \r\n\r\nThis pain is just too real\r\n\r\n \r\n\r\nThere\\\'\\\'s just too much that time cannot erase\r\n\r\n\',arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.393557
1563,anywhere,evanescence,"\' \r\nDear my love, haven\\\'\\\'t you wanted to be with me\r\n \r\nAnd dear my love, haven\\\'\\\'t you longed to be free\r\n \r\nI can\\\'\\\'t keep pretending that I don\\\'\\\'t even know you\r\n \r\nAnd at sweet night, you are my own\r\nF#m \r\nTake my hand\r\n\r\n\r\n \r\nWe\\\'\\\'re leaving here tonight\r\n \r\nThere\\\'\\\'s no need to tell anyone\r\n \r\nThey\\\'\\\'d only hold us down\r\n \r\nSo by the mornings light\r\n \r\nWe\\\'\\\'ll be half way to anywhere\r\n &#\r\nWhere love is more than just your name\r\n\r\nF#m \r\nI have dreamt of a place for you and I\r\nF#m \r\nNo one knows who we are there\r\nF#m \r\nAll I want is to give my life only to you\r\nF#m \r\nI\\\'\\\'ve dreamt so long I cannot dream anymore\r\n \r\nLet\\\'\\\'s run away, I\\\'\\\'ll take you there\r\n\r\n \r\nWe\\\'\\\'re leaving here tonight\r\n \r\nThere\\\'\\\'s no need to tell anyone\r\n \r\nThey\\\'\\\'d only hold us down\r\n \r\nSo by the mornings light\r\n \r\nWe\\\'\\\'ll be half way to anywhere\r\n \r\nWhere no-one needs a reason\r\n\r\nBm \r\nForget this life\r\n \r\nCome with me\r\n \r\nDon\\\'\\\'t look back you\\\'\\\'re safe now\r\nBm \r\nUnlock your heart\r\n \r\nDrop your guard\r\n \r\nNo one\\\'\\\'s left to stop you\r\n\r\nBm \r\nForget this life\r\n \r\nCome with me\r\n \r\nDon\\\'\\\'t look back you\\\'\\\'re safe now\r\nBm \r\nUnlock your heart\r\n \r\nDrop your guard\r\n \r\nNo one\\\'\\\'s left to stop you now\'",arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.393710
1564,away from me,evanescence,"\' \r\nI hold my breath as this life starts to take its toll\r\nF \r\nI hide behind a smile as this perfect plan unfolds\r\nF\r\nbut oh, God, I feel I\\\'\\\'ve been lied to\r\nG\r\nlost all faith in the things I have achieved\r\n\r\nand I\r\n\r\n\r\nF #\r\nI\\\'\\\'ve woken now to find myself\r\nC \r\nin the shadows of all I have created\r\nF #\r\nI\\\'\\\'m longing to be lost in you\r\nC\r\n\r\nEb\r\nwon\\\'\\\'t you take me away from me\r\n\r\nF \r\nCrawling through this world as disease flows through my veins\r\nF \r\nI look into myself, but my own heart has been changed\r\nF\r\nI can\\\'\\\'t go on like this\r\nG\r\nI loathe all I\\\'\\\'ve become\r\n\r\n\r\nF \r\nLost in a dying world i reach for something more\r\nF \r\nI have grown so weary of this lie I live\r\n\r\n\'",arabesk,Unknown,turkce_akorlar.sql,2025-10-25T21:17:03.393809
